Lap,Time,Pace,GAP,HR,Distance_km,file,Activity,KM,Elev,Cadence
60.0,7.4,7.4,6.966666666666667,104,1.0,../data/run-efforts-table/16.html,16,,,
61.0,7.1,7.1,7.0,104,1.0,../data/run-efforts-table/16.html,16,,,
62.0,7.3,7.3,7.116666666666666,103,1.0,../data/run-efforts-table/16.html,16,,,
63.0,7.383333333333334,7.383333333333334,7.016666666666667,103,1.0,../data/run-efforts-table/16.html,16,,,
64.0,7.083333333333333,7.083333333333333,7.15,100,1.0,../data/run-efforts-table/16.html,16,,,
65.0,7.45,7.45,7.133333333333334,101,1.0,../data/run-efforts-table/16.html,16,,,
66.0,27.833333333333332,27.833333333333332,7.733333333333333,99,1.0,../data/run-efforts-table/16.html,16,,,
67.0,7.65,7.65,6.966666666666667,101,1.0,../data/run-efforts-table/16.html,16,,,
68.0,6.883333333333333,6.883333333333333,6.95,101,1.0,../data/run-efforts-table/16.html,16,,,
69.0,6.9,6.9,6.633333333333333,106,1.0,../data/run-efforts-table/16.html,16,,,
70.0,6.85,6.85,6.866666666666667,110,1.0,../data/run-efforts-table/16.html,16,,,
71.0,7.333333333333333,7.333333333333333,6.883333333333333,109,1.0,../data/run-efforts-table/16.html,16,,,
72.0,6.766666666666667,6.766666666666667,6.85,105,1.0,../data/run-efforts-table/16.html,16,,,
73.0,6.916666666666667,6.916666666666667,6.783333333333333,108,1.0,../data/run-efforts-table/16.html,16,,,
74.0,7.2,7.2,6.8,107,1.0,../data/run-efforts-table/16.html,16,,,
75.0,7.933333333333334,7.933333333333334,7.483333333333333,102,1.0,../data/run-efforts-table/16.html,16,,,
76.0,7.05,7.05,6.9,102,1.0,../data/run-efforts-table/16.html,16,,,
77.0,7.4,7.4,7.166666666666667,101,1.0,../data/run-efforts-table/16.html,16,,,
78.0,17.65,17.65,7.45,109,1.0,../data/run-efforts-table/16.html,16,,,
79.0,6.65,6.65,6.45,107,1.0,../data/run-efforts-table/16.html,16,,,
80.0,6.783333333333333,6.783333333333333,6.666666666666667,108,1.0,../data/run-efforts-table/16.html,16,,,
81.0,6.966666666666667,6.966666666666667,6.9,105,1.0,../data/run-efforts-table/16.html,16,,,
82.0,6.933333333333334,6.933333333333334,6.866666666666667,104,1.0,../data/run-efforts-table/16.html,16,,,
83.0,7.316666666666666,7.316666666666666,6.833333333333333,104,1.0,../data/run-efforts-table/16.html,16,,,
84.0,7.333333333333333,7.333333333333333,6.933333333333334,105,1.0,../data/run-efforts-table/16.html,16,,,
85.0,6.966666666666667,6.966666666666667,6.9,104,1.0,../data/run-efforts-table/16.html,16,,,
86.0,7.416666666666667,7.416666666666667,7.333333333333333,101,1.0,../data/run-efforts-table/16.html,16,,,
87.0,7.25,7.25,6.8,106,1.0,../data/run-efforts-table/16.html,16,,,
88.0,6.866666666666667,6.866666666666667,6.9,102,1.0,../data/run-efforts-table/16.html,16,,,
89.0,15.666666666666666,15.666666666666666,7.8,96,1.0,../data/run-efforts-table/16.html,16,,,
90.0,7.466666666666667,7.466666666666667,6.9,119,1.0,../data/run-efforts-table/16.html,16,,,
91.0,7.033333333333333,7.033333333333333,6.95,100,1.0,../data/run-efforts-table/16.html,16,,,
92.0,7.3,7.3,7.216666666666667,99,1.0,../data/run-efforts-table/16.html,16,,,
93.0,7.166666666666667,7.166666666666667,7.233333333333333,97,1.0,../data/run-efforts-table/16.html,16,,,
94.0,8.05,8.05,7.733333333333333,108,1.0,../data/run-efforts-table/16.html,16,,,
95.0,7.383333333333334,7.383333333333334,7.433333333333334,110,1.0,../data/run-efforts-table/16.html,16,,,
96.0,7.233333333333333,7.233333333333333,7.316666666666666,96,1.0,../data/run-efforts-table/16.html,16,,,
97.0,8.566666666666666,8.566666666666666,8.316666666666666,91,1.0,../data/run-efforts-table/16.html,16,,,
98.0,7.633333333333333,7.633333333333333,7.316666666666666,104,1.0,../data/run-efforts-table/16.html,16,,,
99.0,9.416666666666666,9.416666666666666,8.316666666666666,102,1.0,../data/run-efforts-table/16.html,16,,,
100.0,17.066666666666666,17.066666666666666,7.35,95,1.0,../data/run-efforts-table/16.html,16,,,
101.0,7.766666666666667,7.766666666666667,7.8,110,1.0,../data/run-efforts-table/16.html,16,,,
102.0,7.833333333333333,7.833333333333333,7.466666666666667,109,1.0,../data/run-efforts-table/16.html,16,,,
103.0,7.433333333333334,7.433333333333334,7.55,96,1.0,../data/run-efforts-table/16.html,16,,,
104.0,7.316666666666666,7.316666666666666,7.35,96,1.0,../data/run-efforts-table/16.html,16,,,
105.0,7.833333333333333,7.833333333333333,7.733333333333333,97,1.0,../data/run-efforts-table/16.html,16,,,
106.0,9.566666666666666,9.566666666666666,9.2,88,1.0,../data/run-efforts-table/16.html,16,,,
107.0,9.85,9.85,9.133333333333333,86,1.0,../data/run-efforts-table/16.html,16,,,
108.0,9.816666666666666,9.816666666666666,9.933333333333334,81,1.0,../data/run-efforts-table/16.html,16,,,
109.0,1.0166666666666666,11.266666666666667,9.4,85,0.09,../data/run-efforts-table/16.html,16,,,
1.0,7.783333333333333,7.783333333333333,6.85,104,1.0,../data/run-efforts-table/17.html,17,,,
2.0,7.1,7.1,7.016666666666667,100,1.0,../data/run-efforts-table/17.html,17,,,
3.0,7.233333333333333,7.233333333333333,6.95,101,1.0,../data/run-efforts-table/17.html,17,,,
4.0,7.033333333333333,7.033333333333333,7.05,97,1.0,../data/run-efforts-table/17.html,17,,,
5.0,7.366666666666666,7.366666666666666,7.116666666666666,99,1.0,../data/run-efforts-table/17.html,17,,,
6.0,7.766666666666667,7.766666666666667,7.15,99,1.0,../data/run-efforts-table/17.html,17,,,
7.0,7.216666666666667,7.216666666666667,7.0,124,1.0,../data/run-efforts-table/17.html,17,,,
8.0,7.016666666666667,7.016666666666667,6.983333333333333,114,1.0,../data/run-efforts-table/17.html,17,,,
9.0,7.133333333333334,7.133333333333334,6.983333333333333,100,1.0,../data/run-efforts-table/17.html,17,,,
10.0,7.2,7.2,7.183333333333334,95,1.0,../data/run-efforts-table/17.html,17,,,
11.0,7.316666666666666,7.316666666666666,7.116666666666666,108,1.0,../data/run-efforts-table/17.html,17,,,
12.0,7.4,7.4,6.966666666666667,111,1.0,../data/run-efforts-table/17.html,17,,,
13.0,8.183333333333334,8.183333333333334,7.2,122,1.0,../data/run-efforts-table/17.html,17,,,
14.0,9.45,9.45,7.8,130,1.0,../data/run-efforts-table/17.html,17,,,
15.0,9.666666666666666,9.666666666666666,7.1,131,1.0,../data/run-efforts-table/17.html,17,,,
16.0,6.85,6.85,6.766666666666667,119,1.0,../data/run-efforts-table/17.html,17,,,
17.0,6.816666666666666,6.816666666666666,6.883333333333333,111,1.0,../data/run-efforts-table/17.html,17,,,
18.0,6.816666666666666,6.816666666666666,6.833333333333333,111,1.0,../data/run-efforts-table/17.html,17,,,
19.0,6.966666666666667,6.966666666666667,6.933333333333334,112,1.0,../data/run-efforts-table/17.html,17,,,
20.0,7.283333333333333,7.283333333333333,6.816666666666666,117,1.0,../data/run-efforts-table/17.html,17,,,
21.0,6.966666666666667,6.966666666666667,6.883333333333333,112,1.0,../data/run-efforts-table/17.html,17,,,
22.0,6.966666666666667,6.966666666666667,6.85,110,1.0,../data/run-efforts-table/17.html,17,,,
23.0,6.8,6.8,6.716666666666667,112,1.0,../data/run-efforts-table/17.html,17,,,
24.0,12.133333333333333,12.133333333333333,7.583333333333333,104,1.0,../data/run-efforts-table/17.html,17,,,
25.0,7.983333333333333,7.983333333333333,7.516666666666667,107,1.0,../data/run-efforts-table/17.html,17,,,
26.0,7.416666666666667,7.416666666666667,7.016666666666667,119,1.0,../data/run-efforts-table/17.html,17,,,
27.0,7.35,7.35,6.916666666666667,112,1.0,../data/run-efforts-table/17.html,17,,,
28.0,7.283333333333333,7.283333333333333,6.8,107,1.0,../data/run-efforts-table/17.html,17,,,
29.0,7.166666666666667,7.166666666666667,6.933333333333334,118,1.0,../data/run-efforts-table/17.html,17,,,
30.0,6.966666666666667,6.966666666666667,6.8,112,1.0,../data/run-efforts-table/17.html,17,,,
31.0,10.2,10.2,7.766666666666667,131,1.0,../data/run-efforts-table/17.html,17,,,
32.0,6.9,6.9,6.816666666666666,120,1.0,../data/run-efforts-table/17.html,17,,,
33.0,7.1,7.1,6.916666666666667,106,1.0,../data/run-efforts-table/17.html,17,,,
34.0,6.9,6.9,6.7,100,1.0,../data/run-efforts-table/17.html,17,,,
35.0,6.233333333333333,6.233333333333333,6.383333333333334,99,1.0,../data/run-efforts-table/17.html,17,,,
36.0,16.283333333333335,16.283333333333335,6.466666666666667,123,1.0,../data/run-efforts-table/17.html,17,,,
37.0,6.733333333333333,6.733333333333333,6.6,110,1.0,../data/run-efforts-table/17.html,17,,,
38.0,6.9,6.9,6.85,101,1.0,../data/run-efforts-table/17.html,17,,,
39.0,6.616666666666667,6.616666666666667,6.616666666666667,103,1.0,../data/run-efforts-table/17.html,17,,,
40.0,6.95,6.95,6.483333333333333,104,1.0,../data/run-efforts-table/17.html,17,,,
41.0,6.666666666666667,6.666666666666667,6.666666666666667,102,1.0,../data/run-efforts-table/17.html,17,,,
42.0,7.216666666666667,7.216666666666667,7.25,98,1.0,../data/run-efforts-table/17.html,17,,,
43.0,6.866666666666667,6.866666666666667,6.783333333333333,99,1.0,../data/run-efforts-table/17.html,17,,,
44.0,6.95,6.95,6.85,100,1.0,../data/run-efforts-table/17.html,17,,,
45.0,6.783333333333333,6.783333333333333,6.8,99,1.0,../data/run-efforts-table/17.html,17,,,
46.0,12.183333333333334,12.183333333333334,6.916666666666667,102,1.0,../data/run-efforts-table/17.html,17,,,
47.0,7.683333333333334,7.683333333333334,7.466666666666667,99,1.0,../data/run-efforts-table/17.html,17,,,
48.0,6.766666666666667,6.766666666666667,6.683333333333334,99,1.0,../data/run-efforts-table/17.html,17,,,
49.0,6.933333333333334,6.933333333333334,6.666666666666667,100,1.0,../data/run-efforts-table/17.html,17,,,
50.0,7.3,7.3,7.233333333333333,98,1.0,../data/run-efforts-table/17.html,17,,,
51.0,7.016666666666667,7.016666666666667,6.933333333333334,100,1.0,../data/run-efforts-table/17.html,17,,,
52.0,7.316666666666666,7.316666666666666,6.866666666666667,101,1.0,../data/run-efforts-table/17.html,17,,,
53.0,6.95,6.95,6.933333333333334,99,1.0,../data/run-efforts-table/17.html,17,,,
54.0,7.116666666666666,7.116666666666666,7.0,100,1.0,../data/run-efforts-table/17.html,17,,,
55.0,7.05,7.05,6.883333333333333,101,1.0,../data/run-efforts-table/17.html,17,,,
56.0,6.916666666666667,6.916666666666667,6.916666666666667,101,1.0,../data/run-efforts-table/17.html,17,,,
57.0,7.333333333333333,7.333333333333333,6.7,102,1.0,../data/run-efforts-table/17.html,17,,,
58.0,15.933333333333334,15.933333333333334,7.083333333333333,117,1.0,../data/run-efforts-table/17.html,17,,,
59.0,6.783333333333333,6.783333333333333,6.65,102,1.0,../data/run-efforts-table/17.html,17,,,
60.0,8.683333333333334,8.683333333333334,7.033333333333333,99,1.0,../data/run-efforts-table/17.html,17,,,
61.0,6.85,6.85,6.783333333333333,100,1.0,../data/run-efforts-table/17.html,17,,,
62.0,7.1,7.1,6.933333333333334,100,1.0,../data/run-efforts-table/17.html,17,,,
63.0,8.766666666666667,8.766666666666667,7.233333333333333,98,1.0,../data/run-efforts-table/17.html,17,,,
64.0,7.216666666666667,7.216666666666667,7.083333333333333,99,1.0,../data/run-efforts-table/17.html,17,,,
65.0,7.15,7.15,7.116666666666666,99,1.0,../data/run-efforts-table/17.html,17,,,
66.0,7.316666666666666,7.316666666666666,7.033333333333333,98,1.0,../data/run-efforts-table/17.html,17,,,
67.0,22.083333333333332,22.083333333333332,8.65,90,1.0,../data/run-efforts-table/17.html,17,,,
68.0,7.733333333333333,7.733333333333333,7.483333333333333,98,1.0,../data/run-efforts-table/17.html,17,,,
69.0,7.1,7.1,6.933333333333334,102,1.0,../data/run-efforts-table/17.html,17,,,
70.0,7.133333333333334,7.133333333333334,6.9,102,1.0,../data/run-efforts-table/17.html,17,,,
71.0,9.1,9.1,8.716666666666667,93,1.0,../data/run-efforts-table/17.html,17,,,
72.0,7.9,7.9,7.45,100,1.0,../data/run-efforts-table/17.html,17,,,
73.0,7.05,7.05,6.866666666666667,102,1.0,../data/run-efforts-table/17.html,17,,,
74.0,7.2,7.2,7.033333333333333,103,1.0,../data/run-efforts-table/17.html,17,,,
75.0,8.2,8.2,8.016666666666667,95,1.0,../data/run-efforts-table/17.html,17,,,
76.0,6.966666666666667,6.966666666666667,6.8,101,1.0,../data/run-efforts-table/17.html,17,,,
77.0,26.133333333333333,26.133333333333333,7.05,97,1.0,../data/run-efforts-table/17.html,17,,,
78.0,7.15,7.15,6.55,100,1.0,../data/run-efforts-table/17.html,17,,,
79.0,6.95,6.95,6.8,102,1.0,../data/run-efforts-table/17.html,17,,,
80.0,6.85,6.85,6.866666666666667,102,1.0,../data/run-efforts-table/17.html,17,,,
81.0,6.9,6.9,6.983333333333333,102,1.0,../data/run-efforts-table/17.html,17,,,
82.0,7.45,7.45,7.383333333333334,101,1.0,../data/run-efforts-table/17.html,17,,,
83.0,6.966666666666667,6.966666666666667,6.95,100,1.0,../data/run-efforts-table/17.html,17,,,
84.0,7.5,7.5,6.966666666666667,102,1.0,../data/run-efforts-table/17.html,17,,,
85.0,7.45,7.45,7.216666666666667,100,1.0,../data/run-efforts-table/17.html,17,,,
86.0,6.933333333333334,6.933333333333334,6.883333333333333,101,1.0,../data/run-efforts-table/17.html,17,,,
87.0,6.7,6.7,6.6,102,1.0,../data/run-efforts-table/17.html,17,,,
88.0,6.683333333333334,6.683333333333334,6.466666666666667,102,1.0,../data/run-efforts-table/17.html,17,,,
89.0,30.583333333333332,30.583333333333332,7.55,111,1.0,../data/run-efforts-table/17.html,17,,,
90.0,6.95,6.95,6.85,112,1.0,../data/run-efforts-table/17.html,17,,,
91.0,7.216666666666667,7.216666666666667,6.8,100,1.0,../data/run-efforts-table/17.html,17,,,
92.0,6.816666666666666,6.816666666666666,6.75,101,1.0,../data/run-efforts-table/17.html,17,,,
93.0,6.85,6.85,6.8,101,1.0,../data/run-efforts-table/17.html,17,,,
94.0,7.15,7.15,6.816666666666666,101,1.0,../data/run-efforts-table/17.html,17,,,
95.0,6.8,6.8,6.783333333333333,105,1.0,../data/run-efforts-table/17.html,17,,,
96.0,9.166666666666666,9.166666666666666,7.866666666666667,111,1.0,../data/run-efforts-table/17.html,17,,,
97.0,7.016666666666667,7.016666666666667,6.866666666666667,101,1.0,../data/run-efforts-table/17.html,17,,,
98.0,6.866666666666667,6.866666666666667,6.866666666666667,97,1.0,../data/run-efforts-table/17.html,17,,,
99.0,14.333333333333334,14.333333333333334,7.35,102,1.0,../data/run-efforts-table/17.html,17,,,
100.0,7.116666666666666,7.116666666666666,6.766666666666667,121,1.0,../data/run-efforts-table/17.html,17,,,
101.0,7.05,7.05,6.883333333333333,111,1.0,../data/run-efforts-table/17.html,17,,,
102.0,6.816666666666666,6.816666666666666,6.883333333333333,100,1.0,../data/run-efforts-table/17.html,17,,,
103.0,6.916666666666667,6.916666666666667,6.583333333333333,116,1.0,../data/run-efforts-table/17.html,17,,,
104.0,6.666666666666667,6.666666666666667,6.6,101,1.0,../data/run-efforts-table/17.html,17,,,
105.0,6.766666666666667,6.766666666666667,6.55,104,1.0,../data/run-efforts-table/17.html,17,,,
106.0,6.866666666666667,6.866666666666667,6.683333333333334,101,1.0,../data/run-efforts-table/17.html,17,,,
107.0,6.933333333333334,6.933333333333334,6.583333333333333,113,1.0,../data/run-efforts-table/17.html,17,,,
108.0,7.066666666666666,7.066666666666666,6.816666666666666,102,1.0,../data/run-efforts-table/17.html,17,,,
109.0,9.416666666666666,9.416666666666666,9.1,88,1.0,../data/run-efforts-table/17.html,17,,,
110.0,10.016666666666667,10.016666666666667,9.9,82,1.0,../data/run-efforts-table/17.html,17,,,
111.0,0.6,15.933333333333334,11.566666666666666,84,0.03,../data/run-efforts-table/17.html,17,,,
1.0,8.166666666666666,8.166666666666666,7.75,126,1.0,../data/run-efforts-table/18.html,18,,,
2.0,8.683333333333334,8.683333333333334,7.116666666666666,125,1.0,../data/run-efforts-table/18.html,18,,,
3.0,7.216666666666667,7.216666666666667,7.1,119,1.0,../data/run-efforts-table/18.html,18,,,
4.0,7.8,7.8,7.733333333333333,130,1.0,../data/run-efforts-table/18.html,18,,,
5.0,7.633333333333333,7.633333333333333,7.333333333333333,125,1.0,../data/run-efforts-table/18.html,18,,,
6.0,7.183333333333334,7.183333333333334,7.116666666666666,114,1.0,../data/run-efforts-table/18.html,18,,,
7.0,7.55,7.55,7.133333333333334,120,1.0,../data/run-efforts-table/18.html,18,,,
8.0,7.466666666666667,7.466666666666667,7.316666666666666,126,1.0,../data/run-efforts-table/18.html,18,,,
9.0,7.233333333333333,7.233333333333333,7.1,121,1.0,../data/run-efforts-table/18.html,18,,,
10.0,7.416666666666667,7.416666666666667,7.133333333333334,111,1.0,../data/run-efforts-table/18.html,18,,,
11.0,7.916666666666667,7.916666666666667,7.266666666666667,112,1.0,../data/run-efforts-table/18.html,18,,,
12.0,9.3,9.3,8.166666666666666,127,1.0,../data/run-efforts-table/18.html,18,,,
13.0,9.433333333333334,9.433333333333334,7.383333333333334,126,1.0,../data/run-efforts-table/18.html,18,,,
14.0,8.216666666666667,8.216666666666667,7.35,135,1.0,../data/run-efforts-table/18.html,18,,,
15.0,7.216666666666667,7.216666666666667,6.933333333333334,127,1.0,../data/run-efforts-table/18.html,18,,,
16.0,7.283333333333333,7.283333333333333,7.15,117,1.0,../data/run-efforts-table/18.html,18,,,
17.0,7.65,7.65,7.066666666666666,119,1.0,../data/run-efforts-table/18.html,18,,,
18.0,7.0,7.0,7.066666666666666,109,1.0,../data/run-efforts-table/18.html,18,,,
19.0,7.55,7.55,7.116666666666666,114,1.0,../data/run-efforts-table/18.html,18,,,
20.0,6.916666666666667,6.916666666666667,6.9,112,1.0,../data/run-efforts-table/18.html,18,,,
21.0,7.416666666666667,7.416666666666667,7.016666666666667,133,1.0,../data/run-efforts-table/18.html,18,,,
22.0,14.35,14.35,8.25,116,1.0,../data/run-efforts-table/18.html,18,,,
23.0,7.4,7.4,7.2,113,1.0,../data/run-efforts-table/18.html,18,,,
24.0,7.483333333333333,7.483333333333333,7.233333333333333,104,1.0,../data/run-efforts-table/18.html,18,,,
25.0,7.616666666666667,7.616666666666667,7.25,131,1.0,../data/run-efforts-table/18.html,18,,,
26.0,7.233333333333333,7.233333333333333,6.983333333333333,116,1.0,../data/run-efforts-table/18.html,18,,,
27.0,9.883333333333333,9.883333333333333,7.333333333333333,121,1.0,../data/run-efforts-table/18.html,18,,,
28.0,7.133333333333334,7.133333333333334,6.916666666666667,123,1.0,../data/run-efforts-table/18.html,18,,,
29.0,6.766666666666667,6.766666666666667,6.733333333333333,99,1.0,../data/run-efforts-table/18.html,18,,,
30.0,7.2,7.2,6.833333333333333,97,1.0,../data/run-efforts-table/18.html,18,,,
31.0,6.716666666666667,6.716666666666667,6.633333333333333,97,1.0,../data/run-efforts-table/18.html,18,,,
32.0,6.716666666666667,6.716666666666667,6.566666666666666,97,1.0,../data/run-efforts-table/18.html,18,,,
33.0,14.133333333333333,14.133333333333333,7.466666666666667,102,1.0,../data/run-efforts-table/18.html,18,,,
34.0,6.883333333333333,6.883333333333333,6.783333333333333,100,1.0,../data/run-efforts-table/18.html,18,,,
35.0,7.65,7.65,7.25,98,1.0,../data/run-efforts-table/18.html,18,,,
36.0,7.15,7.15,6.95,99,1.0,../data/run-efforts-table/18.html,18,,,
37.0,7.0,7.0,6.916666666666667,99,1.0,../data/run-efforts-table/18.html,18,,,
38.0,9.45,9.45,8.466666666666667,90,1.0,../data/run-efforts-table/18.html,18,,,
39.0,7.05,7.05,6.733333333333333,96,1.0,../data/run-efforts-table/18.html,18,,,
40.0,6.3,6.3,6.3,99,1.0,../data/run-efforts-table/18.html,18,,,
41.0,6.883333333333333,6.883333333333333,6.45,100,1.0,../data/run-efforts-table/18.html,18,,,
42.0,6.25,6.25,6.216666666666667,101,1.0,../data/run-efforts-table/18.html,18,,,
43.0,6.266666666666667,6.266666666666667,6.183333333333334,103,1.0,../data/run-efforts-table/18.html,18,,,
44.0,29.166666666666668,29.166666666666668,6.983333333333333,100,1.0,../data/run-efforts-table/18.html,18,,,
45.0,8.466666666666667,8.466666666666667,7.95,97,1.0,../data/run-efforts-table/18.html,18,,,
46.0,6.95,6.95,6.833333333333333,101,1.0,../data/run-efforts-table/18.html,18,,,
47.0,6.933333333333334,6.933333333333334,6.916666666666667,101,1.0,../data/run-efforts-table/18.html,18,,,
48.0,7.283333333333333,7.283333333333333,7.116666666666666,100,1.0,../data/run-efforts-table/18.html,18,,,
49.0,7.35,7.35,7.0,100,1.0,../data/run-efforts-table/18.html,18,,,
50.0,7.816666666666666,7.816666666666666,7.466666666666667,95,1.0,../data/run-efforts-table/18.html,18,,,
51.0,6.816666666666666,6.816666666666666,6.766666666666667,99,1.0,../data/run-efforts-table/18.html,18,,,
52.0,7.0,7.0,6.85,98,1.0,../data/run-efforts-table/18.html,18,,,
53.0,7.033333333333333,7.033333333333333,6.716666666666667,97,1.0,../data/run-efforts-table/18.html,18,,,
54.0,6.916666666666667,6.916666666666667,6.716666666666667,98,1.0,../data/run-efforts-table/18.html,18,,,
55.0,21.416666666666668,21.416666666666668,7.283333333333333,108,1.0,../data/run-efforts-table/18.html,18,,,
56.0,7.166666666666667,7.166666666666667,6.966666666666667,95,1.0,../data/run-efforts-table/18.html,18,,,
57.0,7.616666666666667,7.616666666666667,7.166666666666667,106,1.0,../data/run-efforts-table/18.html,18,,,
58.0,7.283333333333333,7.283333333333333,7.133333333333334,97,1.0,../data/run-efforts-table/18.html,18,,,
59.0,7.1,7.1,7.216666666666667,95,1.0,../data/run-efforts-table/18.html,18,,,
60.0,7.266666666666667,7.266666666666667,7.1,97,1.0,../data/run-efforts-table/18.html,18,,,
61.0,7.25,7.25,7.116666666666666,97,1.0,../data/run-efforts-table/18.html,18,,,
62.0,7.533333333333333,7.533333333333333,7.216666666666667,97,1.0,../data/run-efforts-table/18.html,18,,,
63.0,7.833333333333333,7.833333333333333,7.666666666666667,94,1.0,../data/run-efforts-table/18.html,18,,,
64.0,7.45,7.45,7.083333333333333,96,1.0,../data/run-efforts-table/18.html,18,,,
65.0,7.333333333333333,7.333333333333333,7.2,97,1.0,../data/run-efforts-table/18.html,18,,,
66.0,7.133333333333334,7.133333333333334,6.9,99,1.0,../data/run-efforts-table/18.html,18,,,
67.0,30.35,30.35,7.716666666666667,101,1.0,../data/run-efforts-table/18.html,18,,,
68.0,7.65,7.65,7.416666666666667,97,1.0,../data/run-efforts-table/18.html,18,,,
69.0,7.833333333333333,7.833333333333333,7.6,97,1.0,../data/run-efforts-table/18.html,18,,,
70.0,7.533333333333333,7.533333333333333,7.483333333333333,99,1.0,../data/run-efforts-table/18.html,18,,,
71.0,7.533333333333333,7.533333333333333,7.4,99,1.0,../data/run-efforts-table/18.html,18,,,
72.0,7.266666666666667,7.266666666666667,7.283333333333333,99,1.0,../data/run-efforts-table/18.html,18,,,
73.0,7.8,7.8,7.416666666666667,99,1.0,../data/run-efforts-table/18.html,18,,,
74.0,7.266666666666667,7.266666666666667,7.116666666666666,98,1.0,../data/run-efforts-table/18.html,18,,,
75.0,7.183333333333334,7.183333333333334,7.1,99,1.0,../data/run-efforts-table/18.html,18,,,
76.0,7.083333333333333,7.083333333333333,6.983333333333333,100,1.0,../data/run-efforts-table/18.html,18,,,
77.0,17.05,17.05,7.45,97,1.0,../data/run-efforts-table/18.html,18,,,
78.0,7.333333333333333,7.333333333333333,7.1,112,1.0,../data/run-efforts-table/18.html,18,,,
79.0,7.2,7.2,7.133333333333334,99,1.0,../data/run-efforts-table/18.html,18,,,
80.0,7.283333333333333,7.283333333333333,7.15,99,1.0,../data/run-efforts-table/18.html,18,,,
81.0,7.266666666666667,7.266666666666667,7.183333333333334,98,1.0,../data/run-efforts-table/18.html,18,,,
82.0,8.733333333333333,8.733333333333333,7.416666666666667,99,1.0,../data/run-efforts-table/18.html,18,,,
83.0,7.583333333333333,7.583333333333333,7.316666666666666,99,1.0,../data/run-efforts-table/18.html,18,,,
84.0,7.016666666666667,7.016666666666667,6.966666666666667,97,1.0,../data/run-efforts-table/18.html,18,,,
85.0,7.016666666666667,7.016666666666667,6.933333333333334,98,1.0,../data/run-efforts-table/18.html,18,,,
86.0,6.983333333333333,6.983333333333333,7.016666666666667,98,1.0,../data/run-efforts-table/18.html,18,,,
87.0,7.016666666666667,7.016666666666667,7.016666666666667,97,1.0,../data/run-efforts-table/18.html,18,,,
88.0,17.9,17.9,7.783333333333333,110,1.0,../data/run-efforts-table/18.html,18,,,
89.0,7.633333333333333,7.633333333333333,7.35,102,1.0,../data/run-efforts-table/18.html,18,,,
90.0,7.333333333333333,7.333333333333333,7.216666666666667,103,1.0,../data/run-efforts-table/18.html,18,,,
91.0,7.366666666666666,7.366666666666666,7.383333333333334,100,1.0,../data/run-efforts-table/18.html,18,,,
92.0,7.5,7.5,7.266666666666667,100,1.0,../data/run-efforts-table/18.html,18,,,
93.0,7.666666666666667,7.666666666666667,7.616666666666667,99,1.0,../data/run-efforts-table/18.html,18,,,
94.0,8.25,8.25,7.666666666666667,106,1.0,../data/run-efforts-table/18.html,18,,,
95.0,8.166666666666666,8.166666666666666,7.483333333333333,122,1.0,../data/run-efforts-table/18.html,18,,,
96.0,7.5,7.5,7.366666666666666,106,1.0,../data/run-efforts-table/18.html,18,,,
97.0,7.866666666666667,7.866666666666667,7.766666666666667,98,1.0,../data/run-efforts-table/18.html,18,,,
98.0,8.116666666666667,8.116666666666667,7.933333333333334,97,1.0,../data/run-efforts-table/18.html,18,,,
99.0,11.333333333333334,11.333333333333334,9.55,88,1.0,../data/run-efforts-table/18.html,18,,,
100.0,9.966666666666667,9.966666666666667,9.566666666666666,85,1.0,../data/run-efforts-table/18.html,18,,,
101.0,9.666666666666666,9.666666666666666,9.516666666666667,83,1.0,../data/run-efforts-table/18.html,18,,,
102.0,9.9,9.9,9.45,84,1.0,../data/run-efforts-table/18.html,18,,,
103.0,9.733333333333333,9.733333333333333,9.366666666666667,85,1.0,../data/run-efforts-table/18.html,18,,,
104.0,10.133333333333333,10.133333333333333,10.133333333333333,92,1.0,../data/run-efforts-table/18.html,18,,,
105.0,10.066666666666666,10.066666666666666,10.083333333333334,128,1.0,../data/run-efforts-table/18.html,18,,,
106.0,9.866666666666667,9.866666666666667,9.616666666666667,127,1.0,../data/run-efforts-table/18.html,18,,,
107.0,9.6,9.6,9.566666666666666,108,1.0,../data/run-efforts-table/18.html,18,,,
108.0,9.7,9.7,9.433333333333334,120,1.0,../data/run-efforts-table/18.html,18,,,
109.0,10.35,10.35,10.0,122,1.0,../data/run-efforts-table/18.html,18,,,
110.0,10.166666666666666,10.166666666666666,9.633333333333333,122,1.0,../data/run-efforts-table/18.html,18,,,
111.0,2.35,9.833333333333334,9.466666666666667,137,0.24,../data/run-efforts-table/18.html,18,,,
1.0,7.666666666666667,7.666666666666667,7.516666666666667,93,1.0,../data/run-efforts-table/19.html,19,,,
2.0,8.033333333333333,8.033333333333333,7.45,101,1.0,../data/run-efforts-table/19.html,19,,,
3.0,7.5,7.5,7.35,103,1.0,../data/run-efforts-table/19.html,19,,,
4.0,7.433333333333334,7.433333333333334,7.283333333333333,99,1.0,../data/run-efforts-table/19.html,19,,,
5.0,7.25,7.25,7.1,99,1.0,../data/run-efforts-table/19.html,19,,,
6.0,7.316666666666666,7.316666666666666,7.183333333333334,98,1.0,../data/run-efforts-table/19.html,19,,,
7.0,7.283333333333333,7.283333333333333,7.083333333333333,97,1.0,../data/run-efforts-table/19.html,19,,,
